,Values
NAV,"11,395.46"
Open Price,"11,250.00"
Bid / Ask / Spread,"10,780.00 / 10,785.00 / 0.05%"
Volume / Avg,32.8 Mil / 20.2 Mil
Day Range,"10,835.00 – 11,250.00"
Year Range,"10,835.00 – 15,100.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.650%
Total Assets,2.3 Tril
