,Values
NAV,"26,371.92"
Open Price,"26,210.00"
Bid / Ask / Spread,"25,060.00 / 0.00 / 0.00%"
Volume / Avg,"2.2 Mil / 540,173.5"
Day Range,"25,735.00 – 26,210.00"
Year Range,"25,735.00 – 30,510.00"
SEC Yield ,—
12-Month Yield ,2.76%
Premium ,—
Expense Ratio,0.070%
Total Assets,1.1 Tril
