,Values
NAV,"101,049.02"
Open Price,"101,065.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"47,305.0 / 20,282.7"
Day Range,"101,055.00 – 101,065.00"
Year Range,"100,035.00 – 101,565.00"
SEC Yield ,—
12-Month Yield ,1.53%
Premium ,—
Expense Ratio,0.110%
Total Assets,842.1 Bil
