,Values
NAV,"8,538.14"
Open Price,"8,530.00"
Bid / Ask / Spread,"8,500.00 / 8,590.00 / 1.05%"
Volume / Avg,"147,820.0 / 321,840.1"
Day Range,"8,485.00 – 8,600.00"
Year Range,"6,365.00 – 9,200.00"
SEC Yield ,—
12-Month Yield ,1.13%
Premium ,—
Expense Ratio,0.890%
Total Assets,225.4 Bil
