,Values
NAV,"8,530.22"
Open Price,"8,465.00"
Bid / Ask / Spread,"8,320.00 / 8,450.00 / 1.55%"
Volume / Avg,"202,262.0 / 339,541.7"
Day Range,"8,365.00 – 8,475.00"
Year Range,"6,365.00 – 9,200.00"
SEC Yield ,—
12-Month Yield ,1.13%
Premium ,—
Expense Ratio,0.890%
Total Assets,228.6 Bil
