,Fund,Cat. Average,Index
Price/Earnings ,12.13,12.50,9.92
Price/Book ,1.57,1.82,1.26
Price/Sales ,1.20,1.42,1.10
Price/Cash Flow ,5.68,6.00,3.71
Dividend Yield % ,2.77,2.83,3.51
Long-Term Earnings % ,12.46,9.55,8.64
Historical Earnings % ,7.69,13.10,9.92
Sales Growth % ,9.38,10.48,9.83
Cash-Flow Growth % ,12.25,16.38,10.51
Book-Value Growth % ,10.95,9.29,8.65
