,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),0.64,3.18,-1.15,0.76,31.45,19.46,6.60,—,—,—,—
Total Return % (NAV),0.46,1.93,-2.29,2.53,31.46,16.50,6.79,12.61,—,—,10.43
+/- Category (NAV),-0.16,0.67,1.63,2.98,14.24,13.72,1.05,6.40,—,—,—
+/- Index (NAV),-0.21,3.21,3.79,8.10,25.53,16.66,-2.21,6.21,—,—,—
