Sectors,Fund %,Category %
Basic Materials,7.50,4.14
Consumer Cyclical,8.84,17.57
Financial Services,33.80,24.64
Real Estate,4.04,4.51
Communication Services,0.77,1.04
Energy,2.38,1.90
Industrials,13.05,9.90
Technology,9.98,15.66
Consumer Defensive,10.65,12.57
Healthcare,6.39,6.89
Utilities,2.61,1.19
