,Values
NAV,"9,014.91"
Open Price,"8,915.00"
Bid / Ask / Spread,"8,900.00 / 0.00 / 0.00%"
Volume / Avg,"3,589.0 / 7,418.4"
Day Range,"8,915.00 – 9,030.00"
Year Range,"7,640.00 – 9,250.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.180%
Total Assets,5.4 Bil
