,Values
NAV,"9,014.91"
Open Price,"9,195.00"
Bid / Ask / Spread,"9,010.00 / 9,500.00 / 5.29%"
Volume / Avg,"9,006.0 / 7,505.5"
Day Range,"9,030.00 – 9,195.00"
Year Range,"7,640.00 – 9,250.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.180%
Total Assets,5.4 Bil
