,Values
NAV,"12,861.26"
Open Price,"13,000.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"842.0 / 3,761.7"
Day Range,"12,765.00 – 13,000.00"
Year Range,"11,260.00 – 19,655.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.710%
Total Assets,6.4 Bil
