,Values
NAV,"12,861.26"
Open Price,"12,890.00"
Bid / Ask / Spread,"12,000.00 / 0.00 / 0.00%"
Volume / Avg,"1,389.0 / 3,755.9"
Day Range,"12,485.00 – 12,890.00"
Year Range,"11,260.00 – 19,655.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.710%
Total Assets,6.4 Bil
