,Values
NAV,"16,157.20"
Open Price,"15,930.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"15,010.0 / 151,713.0"
Day Range,"15,835.00 – 15,965.00"
Year Range,"15,810.00 – 16,270.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.323%
Total Assets,10.3 Bil
