,Values
NAV,"104,240.13"
Open Price,"104,255.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"1,615.0 / 1,495.0"
Day Range,"104,255.00 – 104,265.00"
Year Range,"101,760.00 – 104,265.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.160%
Total Assets,27.7 Bil
