,Values
NAV,"104,240.13"
Open Price,"104,245.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"2,938.0 / 1,462.3"
Day Range,"104,245.00 – 104,255.00"
Year Range,"101,750.00 – 104,255.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.160%
Total Assets,27.7 Bil
