,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,2.36,1.70
Fund (NAV),—,—,—,—,—,—,—,—,—,2.37,1.67
+/ Category (NAV),—,—,—,—,—,—,—,—,—,-0.54,-0.41
+/- Index (Price),—,—,—,—,—,—,—,—,—,-1.91,-2.49
Percentile Rank,—,—,—,—,—,—,—,—,—,76,84
# of Funds in Category,—,—,—,—,—,—,—,—,66,87,114
