,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),0.01,0.06,0.43,0.93,1.75,2.47,—,—,—,—,—
Total Return % (NAV),0.01,0.04,0.42,0.94,1.72,2.47,—,—,—,—,2.22
+/- Category (NAV),0.03,0.02,-0.06,-0.11,-0.41,-0.62,—,—,—,—,—
+/- Index (NAV),-0.15,-0.27,-1.01,-1.62,-2.64,-3.77,—,—,—,—,—
