,Values
Sustainability Rate,Low
Percent Rank in Global Category,96%
Historical Sustainability Score,38.47
Global Category,Other Equity
Portfolio ESG,45.46
Controversy Deduction,4.85
Sustainability Score,40.61
Sustainability Mandate,No
