,Values
NAV,"6,881.16"
Open Price,"6,910.00"
Bid / Ask / Spread,"0.00 / 6,900.00 / 0.00%"
Volume / Avg,"145.0 / 1,060.6"
Day Range,"6,860.00 – 6,915.00"
Year Range,"6,675.00 – 9,115.00"
SEC Yield ,—
12-Month Yield ,2.04%
Premium ,—
Expense Ratio,0.440%
Total Assets,27.7 Bil
