,Values
NAV,"6,881.16"
Open Price,"6,880.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"37.0 / 1,054.1"
Day Range,"6,835.00 – 6,880.00"
Year Range,"6,675.00 – 9,115.00"
SEC Yield ,—
12-Month Yield ,2.04%
Premium ,—
Expense Ratio,0.440%
Total Assets,27.7 Bil
