,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.07,-1.57,-10.18,-8.45,-11.78,-18.17,-6.87,-5.97,—,—,—
Total Return % (NAV),-0.13,1.22,-10.40,-9.57,-11.61,-19.55,-7.03,-5.97,—,—,-5.66
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
