,Values
NAV,"10,861.28"
Open Price,"10,810.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"4,681.0 / 36,760.1"
Day Range,"10,755.00 – 10,830.00"
Year Range,"10,650.00 – 12,850.00"
SEC Yield ,—
12-Month Yield ,4.02%
Premium ,—
Expense Ratio,0.330%
Total Assets,35.2 Bil
