,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.41,0.09,-6.20,-7.32,-5.11,-5.27,0.45,—,—,—,—
Total Return % (NAV),-0.47,-0.77,-6.07,-8.30,-4.58,-5.97,0.64,—,—,—,2.89
+/- Category (NAV),-0.52,-0.59,0.97,-0.34,0.20,7.77,1.69,—,—,—,—
+/- Index (NAV),-0.79,-0.13,-0.11,-3.83,-5.24,4.43,-3.79,—,—,—,—
