,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,9.23,4.23,20.45,-11.80,-5.11
Fund (NAV),—,—,—,—,—,—,9.88,4.15,20.81,-12.21,-4.58
+/ Category (NAV),—,—,—,—,—,—,5.86,3.46,-1.66,4.47,0.20
+/- Index (Price),—,—,—,—,—,—,12.05,-9.59,-11.79,5.83,-5.78
Percentile Rank,—,—,—,—,—,—,18,35,66,11,55
# of Funds in Category,—,—,—,—,—,"1,796","2,103","2,012","2,058","2,015","2,325"
