,Values
Sustainability Rate,Below Average
Percent Rank in Global Category,72%
Historical Sustainability Score,40.27
Global Category,Korea Equity
Portfolio ESG,43.43
Controversy Deduction,3.24
Sustainability Score,40.19
Sustainability Mandate,No
