,Values
NAV,"10,763.64"
Open Price,"10,640.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"47,802.0 / 38,869.9"
Day Range,"10,605.00 – 10,690.00"
Year Range,"10,605.00 – 12,850.00"
SEC Yield ,—
12-Month Yield ,4.02%
Premium ,—
Expense Ratio,0.330%
Total Assets,34.9 Bil
