,Values
Sustainability Rate,Low
Percent Rank in Global Category,91%
Historical Sustainability Score,40.21
Global Category,Consumer Goods & Services Sector Equity
Portfolio ESG,46.63
Controversy Deduction,5.24
Sustainability Score,41.39
Sustainability Mandate,No
