,Fund,Cat. Average,Index
Price/Earnings ,15.93,21.65,18.41
Price/Book ,0.82,2.67,2.59
Price/Sales ,0.55,1.80,1.18
Price/Cash Flow ,6.31,12.60,11.41
Dividend Yield % ,1.98,1.36,2.35
Long-Term Earnings % ,10.56,11.95,9.27
Historical Earnings % ,-18.00,13.32,5.82
Sales Growth % ,0.02,10.36,4.99
Cash-Flow Growth % ,-18.83,6.20,3.63
Book-Value Growth % ,4.18,11.50,7.88
