,Values
NAV,"9,866.68"
Open Price,"9,940.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"51.0 / 2,857.8"
Day Range,"9,885.00 – 9,940.00"
Year Range,"9,800.00 – 12,955.00"
SEC Yield ,—
12-Month Yield ,1.48%
Premium ,—
Expense Ratio,0.440%
Total Assets,4.1 Bil
