,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,-10.86,8.78,-10.70,-17.68
Fund (NAV),—,—,—,—,—,—,—,-10.99,9.10,-10.58,-17.36
+/ Category (NAV),—,—,—,—,—,—,—,-5.79,-17.33,2.21,-24.30
+/- Index (Price),—,—,—,—,—,—,—,-13.25,-12.81,-1.26,-29.91
Percentile Rank,—,—,—,—,—,—,—,82,97,32,97
# of Funds in Category,—,—,—,—,—,—,119,139,129,129,132
