,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,-10.86,8.78,-10.70,-16.97
Fund (NAV),—,—,—,—,—,—,—,-10.99,9.10,-10.58,-16.73
+/ Category (NAV),—,—,—,—,—,—,—,-5.79,-17.33,2.21,-23.97
+/- Index (Price),—,—,—,—,—,—,—,-13.25,-12.81,-1.26,—
Percentile Rank,—,—,—,—,—,—,—,82,97,32,—
# of Funds in Category,—,—,—,—,—,—,119,139,129,129,132
