,Values
Sustainability Rate,Low
Percent Rank in Global Category,90%
Historical Sustainability Score,38.37
Global Category,Korea Equity
Portfolio ESG,46.50
Controversy Deduction,8.11
Sustainability Score,38.39
Sustainability Mandate,No
