,Net,Short,Long,Cat.,Index
U.S.Stock,0.00,0.00,0.00,4.81,—
Non-U.S.Stock,-187.30,194.49,7.19,5.39,—
Bonds,7.78,0.00,7.78,12.48,—
Other,0.01,0.00,0.01,19.44,—
Cash,279.51,9.06,288.57,78.62,—
Not Classified,0.00,0.00,0.00,0.77,—
