,Values
NAV,"8,657.61"
Open Price,"8,640.00"
Bid / Ask / Spread,"8,690.00 / 8,730.00 / 0.46%"
Volume / Avg,1.5 Mil / 1.5 Mil
Day Range,"8,530.00 – 8,680.00"
Year Range,"6,565.00 – 8,940.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.110%
Total Assets,98.7 Bil
