,Values
NAV,"8,642.29"
Open Price,"8,720.00"
Bid / Ask / Spread,"8,815.00 / 8,820.00 / 0.06%"
Volume / Avg,1.1 Mil / 1.5 Mil
Day Range,"8,700.00 – 8,820.00"
Year Range,"6,565.00 – 8,940.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.110%
Total Assets,102.0 Bil
