,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.20,2.61,-12.95,-8.75,-20.38,-14.28,-7.89,-8.78,—,—,—
Total Return % (NAV),0.29,0.24,-12.97,-10.90,-20.12,-16.70,-7.96,-8.38,—,—,-12.15
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
