,Values
NAV,"2,560.07"
Open Price,"2,550.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"23,653.0 / 48,042.4"
Day Range,"2,540.00 – 2,555.00"
Year Range,"2,445.00 – 3,740.00"
SEC Yield ,—
12-Month Yield ,0.72%
Premium ,—
Expense Ratio,0.440%
Total Assets,11.6 Bil
