,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,7.49,-5.63,-27.47,-33.07,27.66,-9.70,16.29,-20.38
Fund (NAV),—,—,—,6.98,-4.32,-28.24,-32.91,28.35,-10.12,16.01,-20.12
+/ Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (Price),—,—,—,—,—,—,—,—,—,—,—
Percentile Rank,—,—,—,—,—,—,—,—,—,—,—
# of Funds in Category,—,—,—,—,—,—,—,—,—,—,—
