,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,1.36,1.29,1.76,1.29
Fund (NAV),—,—,—,—,—,—,—,1.37,1.32,1.78,1.28
+/ Category (NAV),—,—,—,—,—,—,—,0.07,0.90,-1.24,-1.83
+/- Index (Price),—,—,—,—,—,—,—,-0.41,0.66,-2.97,-4.32
Percentile Rank,—,—,—,—,—,—,—,42,11,83,91
# of Funds in Category,—,—,—,—,—,—,329,366,449,545,717
