,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),0.00,0.05,0.21,0.59,1.26,1.88,1.55,—,—,—,—
Total Return % (NAV),0.00,0.03,0.21,0.58,1.27,1.92,1.57,—,—,—,1.63
+/- Category (NAV),0.01,0.07,-0.69,-1.36,-1.70,-2.63,-0.17,—,—,—,—
+/- Index (NAV),0.02,0.13,-1.50,-3.07,-3.72,-6.00,-1.12,—,—,—,—
