,Values
NAV,"101,310.28"
Open Price,"101,325.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"1,850.0 / 9,932.2"
Day Range,"101,320.00 – 101,325.00"
Year Range,"100,015.00 – 101,795.00"
SEC Yield ,—
12-Month Yield ,1.76%
Premium ,—
Expense Ratio,0.170%
Total Assets,888.7 Bil
