,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,—,-27.20
Fund (NAV),—,—,—,—,—,—,—,—,—,—,-26.53
+/ Category (NAV),—,—,—,—,—,—,—,—,—,—,-17.56
+/- Index (Price),—,—,—,—,—,—,—,—,—,—,-12.11
Percentile Rank,—,—,—,—,—,—,—,—,—,—,97
# of Funds in Category,—,—,—,—,—,—,—,—,—,369,476
