,Values
NAV,"8,508.25"
Open Price,"8,345.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"747.0 / 2,664.3"
Day Range,"8,325.00 – 8,425.00"
Year Range,"7,890.00 – 14,390.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.240%
Total Assets,38.5 Bil
