,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,—,-28.06
Fund (NAV),—,—,—,—,—,—,—,—,—,—,-27.08
+/ Category (NAV),—,—,—,—,—,—,—,—,—,—,-17.65
+/- Index (Price),—,—,—,—,—,—,—,—,—,—,-13.00
Percentile Rank,—,—,—,—,—,—,—,—,—,—,97
# of Funds in Category,—,—,—,—,—,—,—,—,—,369,476
