,Values
NAV,"8,572.50"
Open Price,"8,335.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"2,757.0 / 2,842.7"
Day Range,"8,335.00 – 8,500.00"
Year Range,"7,890.00 – 14,390.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.240%
Total Assets,38.7 Bil
