,Net,Short,Long,Cat.,Index
U.S.Stock,0.00,0.00,0.00,26.91,—
Non-U.S.Stock,0.00,0.00,0.00,41.47,—
Bonds,0.00,0.00,0.00,0.51,—
Other,99.11,0.00,99.11,0.78,—
Cash,0.89,99.11,100.00,75.36,—
Not Classified,0.00,0.00,0.00,0.11,—
