,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-1.50,-1.60,-2.71,1.54,9.95,1.50,—,—,—,—,—
Total Return % (NAV),1.27,1.83,-0.99,4.62,11.83,4.01,—,—,—,—,4.41
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
