,Values
NAV,"9,649.07"
Open Price,"9,610.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"3,246.0 / 13,936.1"
Day Range,"9,555.00 – 9,610.00"
Year Range,"8,460.00 – 10,280.00"
SEC Yield ,—
12-Month Yield ,5.86%
Premium ,—
Expense Ratio,1.950%
Total Assets,17.4 Bil
