,Values
NAV,"9,663.87"
Open Price,"9,520.00"
Bid / Ask / Spread,"9,400.00 / 0.00 / 0.00%"
Volume / Avg,"12,954.0 / 13,836.4"
Day Range,"9,440.00 – 9,520.00"
Year Range,"8,460.00 – 10,280.00"
SEC Yield ,—
12-Month Yield ,5.86%
Premium ,—
Expense Ratio,1.950%
Total Assets,17.4 Bil
