Sectors,Fund %,Category %
Basic Materials,—,2.78
Consumer Cyclical,—,19.27
Financial Services,—,16.81
Real Estate,—,2.49
Communication Services,—,3.58
Energy,—,3.04
Industrials,—,6.53
Technology,—,33.42
Consumer Defensive,—,4.60
Healthcare,—,6.41
Utilities,—,1.07
