,Values
NAV,"6,574.22"
Open Price,"6,590.00"
Bid / Ask / Spread,"6,570.00 / 6,575.00 / 0.08%"
Volume / Avg,"166,357.0 / 113,017.4"
Day Range,"6,570.00 – 6,610.00"
Year Range,"6,370.00 – 8,335.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.660%
Total Assets,24.0 Bil
