,Values
NAV,"6,574.22"
Open Price,"6,720.00"
Bid / Ask / Spread,"6,700.00 / 6,725.00 / 0.37%"
Volume / Avg,"234,703.0 / 115,232.1"
Day Range,"6,705.00 – 6,765.00"
Year Range,"6,370.00 – 8,335.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.660%
Total Assets,24.0 Bil
