,Net,Short,Long,Cat.,Index
U.S.Stock,-91.46,91.46,0.00,4.81,—
Non-U.S.Stock,-0.83,0.83,0.00,5.39,—
Bonds,4.24,0.00,4.24,12.48,—
Other,0.00,0.00,0.00,19.44,—
Cash,188.05,22.65,210.70,78.62,—
Not Classified,0.00,0.00,0.00,0.77,—
