,Fund,Cat. Average,Index
Price/Earnings ,12.89,20.30,17.09
Price/Book ,3.77,2.56,3.38
Price/Sales ,3.96,2.04,1.97
Price/Cash Flow ,12.13,11.25,13.35
Dividend Yield % ,0.67,0.89,1.91
Long-Term Earnings % ,13.11,10.45,9.35
Historical Earnings % ,19.64,15.68,13.99
Sales Growth % ,9.24,9.13,5.37
Cash-Flow Growth % ,1.14,2.14,-2.79
Book-Value Growth % ,6.37,7.67,3.73
