,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-2.32,-2.15,0.14,1.18,16.77,-4.69,4.80,—,—,—,—
Total Return % (NAV),0.37,1.35,1.32,6.01,20.11,-3.05,5.89,—,—,—,6.44
+/- Category (NAV),-0.44,-1.38,7.01,12.46,24.28,10.66,5.45,—,—,—,—
+/- Index (NAV),0.50,3.29,3.90,3.40,13.52,-3.62,-0.18,—,—,—,—
