,Values
NAV,"14,908.13"
Open Price,"14,610.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"1,172.0 / 4,436.0"
Day Range,"14,470.00 – 14,615.00"
Year Range,"11,750.00 – 16,085.00"
SEC Yield ,—
12-Month Yield ,0.07%
Premium ,—
Expense Ratio,0.570%
Total Assets,10.4 Bil
