Sectors,Fund %,Category %
Basic Materials,0.05,0.74
Consumer Cyclical,0.00,0.33
Financial Services,0.00,0.27
Real Estate,0.00,0.00
Communication Services,0.00,0.22
Energy,0.00,0.07
Industrials,0.00,0.82
Technology,0.00,4.21
Consumer Defensive,0.00,0.72
Healthcare,99.95,92.63
Utilities,0.00,0.00
