,Values
NAV,"14,950.96"
Open Price,"14,870.00"
Bid / Ask / Spread,"0.00 / 14,850.00 / 0.00%"
Volume / Avg,"2,046.0 / 4,284.8"
Day Range,"14,735.00 – 14,870.00"
Year Range,"11,750.00 – 16,085.00"
SEC Yield ,—
12-Month Yield ,0.07%
Premium ,—
Expense Ratio,0.570%
Total Assets,10.5 Bil
