,Values
NAV,"8,730.83"
Open Price,"8,690.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,6.0 / 14.1
Day Range,"8,690.00 – 8,750.00"
Year Range,"8,580.00 – 10,110.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.400%
Total Assets,6.3 Bil
