,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.92,-1.94,-9.83,—,—,—,—,—,—,—,—
Total Return % (NAV),-0.74,0.65,-8.89,—,—,—,—,—,—,—,-14.14
+/- Category (NAV),-0.79,-0.74,-4.13,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
