,Fund,Category,Index
U.S.Stock,—,25.58,51.35
Non-U.S.Stock,—,52.66,48.65
Bonds,—,0.00,0.00
Other,—,0.00,0.00
Cash,—,48.68,0.00
Not Classified,—,0.02,0.00
