,Values
NAV,"9,365.85"
Open Price,"9,245.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,42.0 / 139.4
Day Range,"9,220.00 – 9,305.00"
Year Range,"9,185.00 – 12,105.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.450%
Total Assets,4.7 Bil
