,Values
Sustainability Rate,Low
Percent Rank in Global Category,95%
Historical Sustainability Score,38.89
Global Category,Other Equity
Portfolio ESG,46.16
Controversy Deduction,6.71
Sustainability Score,39.45
Sustainability Mandate,No
