,Values
NAV,"9,433.55"
Open Price,"9,355.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,45.0 / 138.1
Day Range,"9,330.00 – 9,395.00"
Year Range,"9,185.00 – 12,105.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.450%
Total Assets,4.7 Bil
